,city,population,property,state,violent,year
0,Andalusia2,8946.0,,ALABAMA,24.0,2010
1,Anniston2,23703.0,2038.0,ALABAMA,,2010
2,Clanton2,9109.0,,ALABAMA,47.0,2010
3,Daleville2,4561.0,,ALABAMA,17.0,2010
4,Enterprise3,26649.0,,ALABAMA,124.0,2010
5,Eufaula2,14709.0,,ALABAMA,19.0,2010
6,Florence2,38643.0,,ALABAMA,,2010
7,Guntersville2,8775.0,,ALABAMA,34.0,2010
8,Jasper2,14138.0,,ALABAMA,72.0,2010
9,Montevallo2,6657.0,,ALABAMA,15.0,2010
10,Moody2,14726.0,,ALABAMA,2.0,2010
11,Orange Beach2,6575.0,,ALABAMA,6.0,2010
12,Oxford2,21171.0,1242.0,ALABAMA,,2010
13,Reform2,1751.0,,ALABAMA,13.0,2010
14,Riverside3,2146.0,,ALABAMA,4.0,2010
15,Troy3,15395.0,,ALABAMA,,2010
16,Tuscumbia3,8490.0,,ALABAMA,,2010
17,Winfield2,4573.0,,ALABAMA,13.0,2010
18,Wasilla6,11471.0,326.0,ALASKA,,2010
19,Tucson6,527107.0,,ARIZONA,3331.0,2010
20,Rogers3,61417.0,,ARKANSAS,219.0,2010
21,Thornton6,119989.0,3625.0,COLORADO,,2010
22,McCaysville3,957.0,,GEORGIA,2.0,2010
23,Chicago7,2833649.0,120045.0,ILLINOIS5,,2010
24,Shelbyville2,18797.0,,INDIANA,8.0,2010
25,Muscatine2,22866.0,,IOWA,114.0,2010
26,Gonzales6,9738.0,,LOUISIANA,9.0,2010
27,Baltimore City Sheriff,,0.0,MARYLAND,0.0,2010
28,Billerica6,39519.0,592.0,MASSACHUSETTS,,2010
29,Hanson6,10091.0,134.0,MASSACHUSETTS,,2010
30,North Brookfield6,5034.0,55.0,MASSACHUSETTS,,2010
31,Plymouth6,56751.0,1115.0,MASSACHUSETTS,,2010
32,Shrewsbury6,33796.0,316.0,MASSACHUSETTS,,2010
33,Yarmouth6,23498.0,813.0,MASSACHUSETTS,,2010
34,Albany,2239.0,26.0,MINNESOTA7,,2010
35,Albert Lea,17304.0,410.0,MINNESOTA7,,2010
36,Alexandria,12003.0,363.0,MINNESOTA7,,2010
37,Annandale,3212.0,125.0,MINNESOTA7,,2010
38,Anoka,17323.0,748.0,MINNESOTA7,,2010
39,Appleton,2971.0,49.0,MINNESOTA7,,2010
40,Apple Valley,50579.0,1511.0,MINNESOTA7,,2010
41,Arden Hills,9860.0,151.0,MINNESOTA7,,2010
42,Aurora,1745.0,0.0,MINNESOTA7,,2010
43,Austin,22929.0,763.0,MINNESOTA7,,2010
44,Avon,1342.0,3.0,MINNESOTA7,,2010
45,Babbitt,1579.0,0.0,MINNESOTA7,,2010
46,Baxter,8748.0,297.0,MINNESOTA7,,2010
47,Bayport,3335.0,37.0,MINNESOTA7,,2010
48,Becker,4387.0,28.0,MINNESOTA7,,2010
49,Belgrade,720.0,0.0,MINNESOTA7,,2010
50,Belle Plaine,7244.0,160.0,MINNESOTA7,,2010
51,Bemidji,13911.0,982.0,MINNESOTA7,,2010
52,Benson,2930.0,61.0,MINNESOTA7,,2010
53,Big Lake,10240.0,188.0,MINNESOTA7,,2010
54,Blackduck,790.0,43.0,MINNESOTA7,,2010
55,Blaine,57561.0,1953.0,MINNESOTA7,,2010
56,Bloomington,82715.0,3175.0,MINNESOTA7,,2010
57,Blue Earth,3183.0,42.0,MINNESOTA7,,2010
58,Brainerd,13779.0,558.0,MINNESOTA7,,2010
59,Breckenridge,3151.0,49.0,MINNESOTA7,,2010
60,Brooklyn Center,27378.0,1363.0,MINNESOTA7,,2010
61,Browns Valley,579.0,0.0,MINNESOTA7,,2010
62,Brownton,777.0,4.0,MINNESOTA7,,2010
63,Buffalo,14881.0,383.0,MINNESOTA7,,2010
64,Burnsville,59028.0,0.0,MINNESOTA7,,2010
65,Cambridge,7986.0,264.0,MINNESOTA7,,2010
66,Cannon Falls,4050.0,200.0,MINNESOTA7,,2010
67,Centennial Lakes,11423.0,136.0,MINNESOTA7,,2010
68,Champlin,24139.0,510.0,MINNESOTA7,,2010
69,Chaska,25424.0,398.0,MINNESOTA7,,2010
70,Chisholm,4559.0,177.0,MINNESOTA7,,2010
71,Cloquet,11486.0,454.0,MINNESOTA7,,2010
72,Cold Spring,5108.0,66.0,MINNESOTA7,,2010
73,Coon Rapids,62419.0,2709.0,MINNESOTA7,,2010
74,Corcoran,5749.0,38.0,MINNESOTA7,,2010
75,Cottage Grove,34276.0,566.0,MINNESOTA7,,2010
76,Crookston,7829.0,68.0,MINNESOTA7,,2010
77,Crosby,2245.0,23.0,MINNESOTA7,,2010
78,Crystal,21753.0,715.0,MINNESOTA7,,2010
79,Dawson,1323.0,18.0,MINNESOTA7,,2010
80,Dayton,4650.0,39.0,MINNESOTA7,,2010
81,Deephaven-Woodland,4339.0,17.0,MINNESOTA7,,2010
82,Detroit Lakes,8329.0,419.0,MINNESOTA7,,2010
83,Dilworth,3787.0,103.0,MINNESOTA7,,2010
84,Duluth2,84249.0,,MINNESOTA7,,2010
85,Eagan,64239.0,1625.0,MINNESOTA7,,2010
86,Eagle Lake,2416.0,14.0,MINNESOTA7,,2010
87,East Grand Forks,7878.0,235.0,MINNESOTA7,,2010
88,Eden Prairie,63159.0,1020.0,MINNESOTA7,,2010
89,Edina,46503.0,899.0,MINNESOTA7,,2010
90,Elk River,24025.0,607.0,MINNESOTA7,,2010
91,Elmore,642.0,12.0,MINNESOTA7,,2010
92,Ely,3459.0,76.0,MINNESOTA7,,2010
93,Eveleth,3559.0,119.0,MINNESOTA7,,2010
94,Fairmont,10029.0,279.0,MINNESOTA7,,2010
95,Falcon Heights,5661.0,107.0,MINNESOTA7,,2010
96,Faribault,22272.0,830.0,MINNESOTA7,,2010
97,Farmington,20229.0,177.0,MINNESOTA7,,2010
98,Fergus Falls,13531.0,350.0,MINNESOTA7,,2010
99,Floodwood,499.0,29.0,MINNESOTA7,,2010
100,Forest Lake,18030.0,533.0,MINNESOTA7,,2010
101,Fridley,25857.0,1329.0,MINNESOTA7,,2010
102,Gilbert,1748.0,0.0,MINNESOTA7,,2010
103,Glencoe,5517.0,113.0,MINNESOTA7,,2010
104,Glenwood,2467.0,8.0,MINNESOTA7,,2010
105,Golden Valley,20527.0,466.0,MINNESOTA7,,2010
106,Goodview,3737.0,91.0,MINNESOTA7,,2010
107,Grand Rapids,9457.0,359.0,MINNESOTA7,,2010
108,Granite Falls,2857.0,26.0,MINNESOTA7,,2010
109,Hallock,981.0,0.0,MINNESOTA7,,2010
110,Hastings,22688.0,525.0,MINNESOTA7,,2010
111,Hermantown,9755.0,294.0,MINNESOTA7,,2010
112,Hibbing,16157.0,242.0,MINNESOTA7,,2010
113,Hilltop,680.0,69.0,MINNESOTA7,,2010
114,Hokah,553.0,16.0,MINNESOTA7,,2010
115,Hopkins,17020.0,495.0,MINNESOTA7,,2010
116,Houston,943.0,16.0,MINNESOTA7,,2010
117,Hoyt Lakes,1953.0,0.0,MINNESOTA7,,2010
118,Hutchinson,13901.0,376.0,MINNESOTA7,,2010
119,International Falls,5763.0,204.0,MINNESOTA7,,2010
120,Jackson,3302.0,67.0,MINNESOTA7,,2010
121,Janesville,2259.0,25.0,MINNESOTA7,,2010
122,Kasson,5703.0,59.0,MINNESOTA7,,2010
123,Kimball,718.0,4.0,MINNESOTA7,,2010
124,La Crescent,4897.0,89.0,MINNESOTA7,,2010
125,Lake City,5313.0,159.0,MINNESOTA7,,2010
126,Lake Crystal,2635.0,49.0,MINNESOTA7,,2010
127,Lakefield,1614.0,39.0,MINNESOTA7,,2010
128,Lakes Area,8654.0,222.0,MINNESOTA7,,2010
129,Lakeville,57470.0,830.0,MINNESOTA7,,2010
130,Lauderdale,2241.0,32.0,MINNESOTA7,,2010
131,Lester Prairie,1769.0,9.0,MINNESOTA7,,2010
132,Lewiston,1461.0,2.0,MINNESOTA7,,2010
133,Lino Lakes,20953.0,193.0,MINNESOTA7,,2010
134,Litchfield,6554.0,130.0,MINNESOTA7,,2010
135,Little Canada,9644.0,295.0,MINNESOTA7,,2010
136,Little Falls,8049.0,140.0,MINNESOTA7,,2010
137,Long Prairie,2757.0,66.0,MINNESOTA7,,2010
138,Madison,1527.0,17.0,MINNESOTA7,,2010
139,Mankato,36921.0,1527.0,MINNESOTA7,,2010
140,Maple Grove,64861.0,1241.0,MINNESOTA7,,2010
141,Mapleton,1672.0,29.0,MINNESOTA7,,2010
142,Maplewood,36907.0,2317.0,MINNESOTA7,,2010
143,Medina,5297.0,102.0,MINNESOTA7,,2010
144,Melrose,3261.0,30.0,MINNESOTA7,,2010
145,Mendota Heights,11697.0,221.0,MINNESOTA7,,2010
146,Milaca,3015.0,29.0,MINNESOTA7,,2010
147,Minnetonka,50753.0,983.0,MINNESOTA7,,2010
148,Minnetrista,8796.0,82.0,MINNESOTA7,,2010
149,Montevideo,5148.0,125.0,MINNESOTA7,,2010
150,Montgomery,3305.0,57.0,MINNESOTA7,,2010
151,Moorhead,37274.0,938.0,MINNESOTA7,,2010
152,Moose Lake,2576.0,80.0,MINNESOTA7,,2010
153,Morris,5074.0,114.0,MINNESOTA7,,2010
154,Mound,9654.0,167.0,MINNESOTA7,,2010
155,Mounds View,12000.0,378.0,MINNESOTA7,,2010
156,Mountain Iron,2925.0,0.0,MINNESOTA7,,2010
157,Mountain Lake,1878.0,0.0,MINNESOTA7,,2010
158,New Brighton,21689.0,581.0,MINNESOTA7,,2010
159,New Hope,20644.0,677.0,MINNESOTA7,,2010
160,Newport,3495.0,134.0,MINNESOTA7,,2010
161,New Prague,7065.0,142.0,MINNESOTA7,,2010
162,New Richland,1148.0,0.0,MINNESOTA7,,2010
163,New Ulm,12843.0,232.0,MINNESOTA7,,2010
164,North Branch,10732.0,332.0,MINNESOTA7,,2010
165,Northfield,19918.0,404.0,MINNESOTA7,,2010
166,North Mankato,12748.0,232.0,MINNESOTA7,,2010
167,North Oaks,4883.0,46.0,MINNESOTA7,,2010
168,North St. Paul,11433.0,288.0,MINNESOTA7,,2010
169,Oakdale,27358.0,1121.0,MINNESOTA7,,2010
170,Oak Park Heights,4839.0,201.0,MINNESOTA7,,2010
171,Orono,12294.0,111.0,MINNESOTA7,,2010
172,Ortonville,1911.0,15.0,MINNESOTA7,,2010
173,Osakis,1566.0,28.0,MINNESOTA7,,2010
174,Osseo,2597.0,3.0,MINNESOTA7,,2010
175,Owatonna,25210.0,482.0,MINNESOTA7,,2010
176,Park Rapids,3654.0,248.0,MINNESOTA7,,2010
177,Paynesville,2290.0,106.0,MINNESOTA7,,2010
178,Plymouth,73579.0,1226.0,MINNESOTA7,,2010
179,Princeton,4839.0,146.0,MINNESOTA7,,2010
180,Prior Lake,26241.0,427.0,MINNESOTA7,,2010
181,Proctor,2840.0,107.0,MINNESOTA7,,2010
182,Red Wing,15641.0,472.0,MINNESOTA7,,2010
183,Redwood Falls,5050.0,166.0,MINNESOTA7,,2010
184,Richfield,33188.0,873.0,MINNESOTA7,,2010
185,Robbinsdale,13822.0,427.0,MINNESOTA7,,2010
186,Rochester,105027.0,2429.0,MINNESOTA7,,2010
187,Rogers,8288.0,55.0,MINNESOTA7,,2010
188,Roseau,2752.0,26.0,MINNESOTA7,,2010
189,Rosemount,22870.0,316.0,MINNESOTA7,,2010
190,Roseville,33176.0,1482.0,MINNESOTA7,,2010
191,Sauk Centre,4073.0,81.0,MINNESOTA7,,2010
192,Sauk Rapids,12130.0,75.0,MINNESOTA7,,2010
193,Savage,29151.0,686.0,MINNESOTA7,,2010
194,Shakopee,36290.0,1028.0,MINNESOTA7,,2010
195,Shoreview,25419.0,299.0,MINNESOTA7,,2010
196,Silver Bay,1804.0,1.0,MINNESOTA7,,2010
197,Silver Lake,794.0,13.0,MINNESOTA7,,2010
198,Slayton,1809.0,16.0,MINNESOTA7,,2010
199,Sleepy Eye,3363.0,0.0,MINNESOTA7,,2010
200,South Lake Minnetonka,12329.0,156.0,MINNESOTA7,,2010
201,Springfield,2103.0,0.0,MINNESOTA7,,2010
202,Spring Grove,1233.0,0.0,MINNESOTA7,,2010
203,Spring Lake Park,6577.0,366.0,MINNESOTA7,,2010
204,St. Anthony,8484.0,298.0,MINNESOTA7,,2010
205,Staples,2984.0,122.0,MINNESOTA7,,2010
206,St. Charles,3566.0,20.0,MINNESOTA7,,2010
207,St. Cloud,67942.0,2542.0,MINNESOTA7,,2010
208,St. Francis,7644.0,134.0,MINNESOTA7,,2010
209,Stillwater,18208.0,603.0,MINNESOTA7,,2010
210,St. James,4271.0,77.0,MINNESOTA7,,2010
211,St. Louis Park,45690.0,1473.0,MINNESOTA7,,2010
212,St. Paul Park,5262.0,134.0,MINNESOTA7,,2010
213,St. Peter,11063.0,248.0,MINNESOTA7,,2010
214,Thief River Falls,8575.0,139.0,MINNESOTA7,,2010
215,Tracy,2063.0,0.0,MINNESOTA7,,2010
216,Two Harbors,3245.0,45.0,MINNESOTA7,,2010
217,Vadnais Heights,12733.0,289.0,MINNESOTA7,,2010
218,Virginia,8419.0,508.0,MINNESOTA7,,2010
219,Wabasha,2513.0,69.0,MINNESOTA7,,2010
220,Wadena,3920.0,114.0,MINNESOTA7,,2010
221,Waite Park,6873.0,683.0,MINNESOTA7,,2010
222,Warroad,1649.0,21.0,MINNESOTA7,,2010
223,Waseca,8668.0,183.0,MINNESOTA7,,2010
224,Wayzata,3953.0,89.0,MINNESOTA7,,2010
225,Wells,2299.0,5.0,MINNESOTA7,,2010
226,West Hennepin,5680.0,38.0,MINNESOTA7,,2010
227,Wheaton,1362.0,36.0,MINNESOTA7,,2010
228,White Bear Lake,24365.0,946.0,MINNESOTA7,,2010
229,Willmar,17854.0,576.0,MINNESOTA7,,2010
230,Windom,4101.0,94.0,MINNESOTA7,,2010
231,Winnebago,1308.0,27.0,MINNESOTA7,,2010
232,Winona,26447.0,489.0,MINNESOTA7,,2010
233,Winsted,2425.0,41.0,MINNESOTA7,,2010
234,Woodbury,58503.0,1307.0,MINNESOTA7,,2010
235,Worthington,11114.0,232.0,MINNESOTA7,,2010
236,Wyoming,8148.0,174.0,MINNESOTA7,,2010
237,Zumbrota,3109.0,66.0,MINNESOTA7,,2010
238,Grants6,8845.0,265.0,NEW MEXICO,,2010
239,Los Alamos6,18311.0,186.0,NEW MEXICO,,2010
240,Los Lunas6,15054.0,546.0,NEW MEXICO,,2010
241,Cornwall Town2,9724.0,,NEW YORK,0.0,2010
242,Lake Royale,,88.0,NORTH CAROLINA,2.0,2010
243,Toledo6,315647.0,,OHIO,2854.0,2010
244,Catoosa3,8193.0,181.0,OKLAHOMA,,2010
245,Glenpool3,10685.0,224.0,OKLAHOMA,,2010
246,Nowata3,3956.0,61.0,OKLAHOMA,,2010
247,Pryor3,9400.0,310.0,OKLAHOMA,,2010
248,Shawnee3,31002.0,1757.0,OKLAHOMA,,2010
249,Weatherford3,10551.0,311.0,OKLAHOMA,,2010
250,Black Butte,,10.0,OREGON5,0.0,2010
251,Sunriver,,55.0,OREGON5,2.0,2010
252,Indiana3,15062.0,329.0,PENNSYLVANIA,,2010
253,Fairmont2,19332.0,,WEST VIRGINIA,48.0,2010
254,Hurricane2,6463.0,,WEST VIRGINIA,11.0,2010
255,Morgantown2,31247.0,,WEST VIRGINIA,100.0,2010
256,Summersville3,3351.0,127.0,WEST VIRGINIA,,2010
257,Vienna2,10715.0,,WEST VIRGINIA,12.0,2010
258,Portage2,9815.0,,WISCONSIN,27.0,2010
259,Douglas4,17624.0,580.0,ARIZONA,,2011
260,Tucson5,527479.0,,ARIZONA,3440.0,2011
261,Eatonton6,6565.0,,GEORGIA,59.0,2011
262,Chicago7,2703713.0,118239.0,ILLINOIS,,2011
263,Baltimore City Sheriff,,0.0,MARYLAND,0.0,2011
264,Albany,2581.0,16.0,MINNESOTA7,,2011
265,Albert Lea,18155.0,454.0,MINNESOTA7,,2011
266,Alexandria,11155.0,364.0,MINNESOTA7,,2011
267,Annandale,3253.0,96.0,MINNESOTA7,,2011
268,Anoka,17274.0,878.0,MINNESOTA7,,2011
269,Appleton,1423.0,40.0,MINNESOTA7,,2011
270,Apple Valley,49463.0,1191.0,MINNESOTA7,,2011
271,Arden Hills,9626.0,148.0,MINNESOTA7,,2011
272,Aurora,1695.0,0.0,MINNESOTA7,,2011
273,Austin,24909.0,757.0,MINNESOTA7,,2011
274,Avon,1407.0,22.0,MINNESOTA7,,2011
275,Babbitt,1486.0,0.0,MINNESOTA7,,2011
276,Baxter,7669.0,384.0,MINNESOTA7,,2011
277,Bayport,3498.0,27.0,MINNESOTA7,,2011
278,Becker,4573.0,37.0,MINNESOTA7,,2011
279,Belgrade,746.0,0.0,MINNESOTA7,,2011
280,Belle Plaine,6712.0,129.0,MINNESOTA7,,2011
281,Bemidji,13535.0,1090.0,MINNESOTA7,,2011
282,Benson,3265.0,82.0,MINNESOTA7,,2011
283,Big Lake,10138.0,100.0,MINNESOTA7,,2011
284,Blackduck,791.0,39.0,MINNESOTA7,,2011
285,Blaine,57627.0,1960.0,MINNESOTA7,,2011
286,Bloomington,83533.0,3151.0,MINNESOTA7,,2011
287,Blue Earth,3379.0,26.0,MINNESOTA7,,2011
288,Brainerd,13695.0,671.0,MINNESOTA7,,2011
289,Breckenridge,3412.0,53.0,MINNESOTA7,,2011
290,Brooklyn Center,30336.0,1535.0,MINNESOTA7,,2011
291,Brooklyn Park,76366.0,2844.0,MINNESOTA7,,2011
292,Brownton,768.0,2.0,MINNESOTA7,,2011
293,Buffalo,15572.0,416.0,MINNESOTA7,,2011
294,Burnsville,60771.0,1679.0,MINNESOTA7,,2011
295,Caledonia,2890.0,57.0,MINNESOTA7,,2011
296,Cambridge,8174.0,324.0,MINNESOTA7,,2011
297,Cannon Falls,4115.0,105.0,MINNESOTA7,,2011
298,Centennial Lakes,10842.0,191.0,MINNESOTA7,,2011
299,Champlin,23267.0,474.0,MINNESOTA7,,2011
300,Chaska,23953.0,298.0,MINNESOTA7,,2011
301,Chisholm,5014.0,90.0,MINNESOTA7,,2011
302,Cloquet,12218.0,507.0,MINNESOTA7,,2011
303,Cold Spring,5489.0,41.0,MINNESOTA7,,2011
304,Columbia Heights,19646.0,612.0,MINNESOTA7,,2011
305,Coon Rapids,61950.0,2672.0,MINNESOTA7,,2011
306,Corcoran,5421.0,46.0,MINNESOTA7,,2011
307,Cottage Grove,34856.0,578.0,MINNESOTA7,,2011
308,Crookston,7952.0,77.0,MINNESOTA7,,2011
309,Crosby,2404.0,36.0,MINNESOTA7,,2011
310,Crystal,22322.0,642.0,MINNESOTA7,,2011
311,Dawson,1552.0,16.0,MINNESOTA7,,2011
312,Dayton,4707.0,53.0,MINNESOTA7,,2011
313,Deephaven-Woodland,4110.0,29.0,MINNESOTA7,,2011
314,Detroit Lakes,8635.0,407.0,MINNESOTA7,,2011
315,Dilworth,4055.0,121.0,MINNESOTA7,,2011
316,Duluth,86931.0,4346.0,MINNESOTA7,,2011
317,Eagan,64702.0,1512.0,MINNESOTA7,,2011
318,Eagle Lake,2441.0,28.0,MINNESOTA7,,2011
319,East Grand Forks,8667.0,208.0,MINNESOTA7,,2011
320,Eden Prairie,61266.0,960.0,MINNESOTA7,,2011
321,Edina,48311.0,767.0,MINNESOTA7,,2011
322,Elk River,23151.0,618.0,MINNESOTA7,,2011
323,Elmore,668.0,12.0,MINNESOTA7,,2011
324,Ely,3487.0,58.0,MINNESOTA7,,2011
325,Eveleth,3747.0,117.0,MINNESOTA7,,2011
326,Fairmont,10748.0,311.0,MINNESOTA7,,2011
327,Falcon Heights,5362.0,102.0,MINNESOTA7,,2011
328,Faribault,23532.0,669.0,MINNESOTA7,,2011
329,Farmington,21249.0,191.0,MINNESOTA7,,2011
330,Fergus Falls,13239.0,392.0,MINNESOTA7,,2011
331,Floodwood,532.0,33.0,MINNESOTA7,,2011
332,Forest Lake,18517.0,474.0,MINNESOTA7,,2011
333,Fridley,27418.0,1270.0,MINNESOTA7,,2011
334,Gilbert,1813.0,1.0,MINNESOTA7,,2011
335,Glencoe,5674.0,89.0,MINNESOTA7,,2011
336,Glenwood,2584.0,3.0,MINNESOTA7,,2011
337,Golden Valley,20528.0,438.0,MINNESOTA7,,2011
338,Goodview,4067.0,96.0,MINNESOTA7,,2011
339,Grand Rapids,10953.0,435.0,MINNESOTA7,,2011
340,Granite Falls,2919.0,54.0,MINNESOTA7,,2011
341,Hallock,989.0,0.0,MINNESOTA7,,2011
342,Hastings,22343.0,563.0,MINNESOTA7,,2011
343,Hermantown,9487.0,318.0,MINNESOTA7,,2011
344,Hibbing,16487.0,181.0,MINNESOTA7,,2011
345,Hilltop,750.0,66.0,MINNESOTA7,,2011
346,Hokah,584.0,28.0,MINNESOTA7,,2011
347,Hopkins,17727.0,447.0,MINNESOTA7,,2011
348,Houston,987.0,14.0,MINNESOTA7,,2011
349,Hoyt Lakes,2033.0,0.0,MINNESOTA7,,2011
350,Hutchinson,14287.0,341.0,MINNESOTA7,,2011
351,Inver Grove Heights,34141.0,624.0,MINNESOTA7,,2011
352,Janesville,2273.0,34.0,MINNESOTA7,,2011
353,Jordan,5512.0,107.0,MINNESOTA7,,2011
354,Kasson,5977.0,43.0,MINNESOTA7,,2011
355,Kimball,768.0,0.0,MINNESOTA7,,2011
356,La Crescent,4867.0,55.0,MINNESOTA7,,2011
357,Lake City,5102.0,128.0,MINNESOTA7,,2011
358,Lake Crystal,2569.0,34.0,MINNESOTA7,,2011
359,Lakefield,1707.0,26.0,MINNESOTA7,,2011
360,Lakes Area,9481.0,180.0,MINNESOTA7,,2011
361,Lakeville,56386.0,771.0,MINNESOTA7,,2011
362,Lauderdale,2397.0,44.0,MINNESOTA7,,2011
363,Lester Prairie,1743.0,28.0,MINNESOTA7,,2011
364,Lewiston,1633.0,1.0,MINNESOTA7,,2011
365,Lino Lakes,20372.0,216.0,MINNESOTA7,,2011
366,Litchfield,6778.0,100.0,MINNESOTA7,,2011
367,Little Canada,9848.0,238.0,MINNESOTA7,,2011
368,Little Falls,8407.0,176.0,MINNESOTA7,,2011
369,Long Prairie,3485.0,84.0,MINNESOTA7,,2011
370,Madison,1563.0,19.0,MINNESOTA7,,2011
371,Mankato,39612.0,1859.0,MINNESOTA7,,2011
372,Maple Grove,62042.0,1202.0,MINNESOTA7,,2011
373,Mapleton,1770.0,23.0,MINNESOTA7,,2011
374,Maplewood,38311.0,2238.0,MINNESOTA7,,2011
375,Marshall,13786.0,415.0,MINNESOTA7,,2011
376,Medina,4930.0,149.0,MINNESOTA7,,2011
377,Melrose,3626.0,30.0,MINNESOTA7,,2011
378,Mendota Heights,11156.0,256.0,MINNESOTA7,,2011
379,Milaca,2969.0,16.0,MINNESOTA7,,2011
380,Minnetonka,50118.0,910.0,MINNESOTA7,,2011
381,Minnetrista,8734.0,119.0,MINNESOTA7,,2011
382,Montevideo,5425.0,156.0,MINNESOTA7,,2011
383,Montgomery,2979.0,42.0,MINNESOTA7,,2011
384,Moorhead,38359.0,824.0,MINNESOTA7,,2011
385,Moose Lake,2772.0,76.0,MINNESOTA7,,2011
386,Morris,5327.0,121.0,MINNESOTA7,,2011
387,Mound,9122.0,185.0,MINNESOTA7,,2011
388,Mounds View,12249.0,380.0,MINNESOTA7,,2011
389,Mountain Iron,2891.0,0.0,MINNESOTA7,,2011
390,Mountain Lake,2120.0,0.0,MINNESOTA7,,2011
391,New Brighton,21622.0,501.0,MINNESOTA7,,2011
392,New Hope,20496.0,493.0,MINNESOTA7,,2011
393,Newport,3462.0,121.0,MINNESOTA7,,2011
394,New Prague,7378.0,161.0,MINNESOTA7,,2011
395,New Richland,1212.0,0.0,MINNESOTA7,,2011
396,New Ulm,13626.0,283.0,MINNESOTA7,,2011
397,North Branch,10203.0,282.0,MINNESOTA7,,2011
398,Northfield,20161.0,315.0,MINNESOTA7,,2011
399,North Mankato,13497.0,314.0,MINNESOTA7,,2011
400,North Oaks,4503.0,32.0,MINNESOTA7,,2011
401,Oakdale,27589.0,1117.0,MINNESOTA7,,2011
402,Oak Park Heights,4372.0,230.0,MINNESOTA7,,2011
403,Olivia,2503.0,118.0,MINNESOTA7,,2011
404,Orono,11501.0,119.0,MINNESOTA7,,2011
405,Ortonville,1931.0,16.0,MINNESOTA7,,2011
406,Osakis,1753.0,31.0,MINNESOTA7,,2011
407,Owatonna,25797.0,491.0,MINNESOTA7,,2011
408,Park Rapids,3738.0,217.0,MINNESOTA7,,2011
409,Paynesville,2451.0,80.0,MINNESOTA7,,2011
410,Plymouth,71121.0,1212.0,MINNESOTA7,,2011
411,Princeton,4734.0,171.0,MINNESOTA7,,2011
412,Prior Lake,22972.0,454.0,MINNESOTA7,,2011
413,Proctor,3081.0,95.0,MINNESOTA7,,2011
414,Ramsey,23851.0,548.0,MINNESOTA7,,2011
415,Red Wing,16586.0,639.0,MINNESOTA7,,2011
416,Redwood Falls,5295.0,160.0,MINNESOTA7,,2011
417,Richfield,35500.0,869.0,MINNESOTA7,,2011
418,Robbinsdale,14061.0,475.0,MINNESOTA7,,2011
419,Rochester,107593.0,2323.0,MINNESOTA7,,2011
420,Rogers,8663.0,68.0,MINNESOTA7,,2011
421,Roseau,2653.0,22.0,MINNESOTA7,,2011
422,Rosemount,22043.0,326.0,MINNESOTA7,,2011
423,Roseville,33920.0,1507.0,MINNESOTA7,,2011
424,Sartell,15999.0,252.0,MINNESOTA7,,2011
425,Sauk Centre,4350.0,83.0,MINNESOTA7,,2011
426,Sauk Rapids,12872.0,109.0,MINNESOTA7,,2011
427,Savage,27119.0,631.0,MINNESOTA7,,2011
428,Shakopee,37362.0,1026.0,MINNESOTA7,,2011
429,Shoreview,25236.0,291.0,MINNESOTA7,,2011
430,Silver Bay,1902.0,15.0,MINNESOTA7,,2011
431,Silver Lake,843.0,5.0,MINNESOTA7,,2011
432,Slayton,2170.0,17.0,MINNESOTA7,,2011
433,South Lake Minnetonka,11747.0,142.0,MINNESOTA7,,2011
434,South St. Paul,20316.0,575.0,MINNESOTA7,,2011
435,Spring Lake Park,6461.0,329.0,MINNESOTA7,,2011
436,St. Anthony,8289.0,306.0,MINNESOTA7,,2011
437,Staples,3004.0,84.0,MINNESOTA7,,2011
438,St. Charles,3764.0,29.0,MINNESOTA7,,2011
439,St. Cloud,66350.0,2578.0,MINNESOTA7,,2011
440,St. Francis,7274.0,136.0,MINNESOTA7,,2011
441,Stillwater,18366.0,474.0,MINNESOTA7,,2011
442,St. James,4641.0,74.0,MINNESOTA7,,2011
443,St. Louis Park,45599.0,1405.0,MINNESOTA7,,2011
444,St. Paul Park,5320.0,154.0,MINNESOTA7,,2011
445,St. Peter,11282.0,280.0,MINNESOTA7,,2011
446,Thief River Falls,8639.0,260.0,MINNESOTA7,,2011
447,Two Harbors,3774.0,40.0,MINNESOTA7,,2011
448,Vadnais Heights,12397.0,227.0,MINNESOTA7,,2011
449,Virginia,8779.0,506.0,MINNESOTA7,,2011
450,Wabasha,2540.0,92.0,MINNESOTA7,,2011
451,Wadena,4120.0,109.0,MINNESOTA7,,2011
452,Waite Park,6767.0,787.0,MINNESOTA7,,2011
453,Warroad,1795.0,18.0,MINNESOTA7,,2011
454,Waseca,9483.0,174.0,MINNESOTA7,,2011
455,Wayzata,3716.0,114.0,MINNESOTA7,,2011
456,West Hennepin,5313.0,46.0,MINNESOTA7,,2011
457,West St. Paul,19691.0,651.0,MINNESOTA7,,2011
458,Wheaton,1435.0,39.0,MINNESOTA7,,2011
459,White Bear Lake,23981.0,767.0,MINNESOTA7,,2011
460,White Bear Township,11034.0,4.0,MINNESOTA7,,2011
461,Willmar,19761.0,489.0,MINNESOTA7,,2011
462,Windom,4682.0,115.0,MINNESOTA7,,2011
463,Winnebago,1448.0,11.0,MINNESOTA7,,2011
